Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Frequently,428.0,Sales,24.0,3,Medical,1,1100,3,Male,93,3,3,Research Scientist,1,Married,11393,6041,5.0,Y,No,17,3,3,80,1,10,3,3,1,1,1,1
47,No,Travel_Rarely,1246.0,Research & Development,1.0,2,Other,1,1101,4,Female,91,3,2,Laboratory Technician,1,Married,7404,20440,0.0,Y,No,11,3,1,80,0,10,3,2,3,3,3,3
43,No,Travel_Rarely,1331.0,Sales,1.0,1,Other,1,1102,4,Female,79,4,3,Laboratory Technician,4,Single,13879,8685,3.0,Y,No,16,3,2,80,0,4,2,1,3,1,1,1
42,No,Travel_Rarely,1123.0,Research & Development,9.0,3,Life Sciences,1,1103,3,Male,94,2,2,Sales Executive,3,Married,7383,18278,3.0,Y,Yes,13,4,4,80,2,20,1,2,14,3,3,1
42,No,Travel_Rarely,477.0,Sales,1.0,2,Medical,1,1104,3,Female,73,3,2,Human Resources,2,Single,11922,3301,2.0,Y,Yes,13,3,4,80,2,20,2,3,15,1,4,1
27,Yes,Travel_Rarely,446.0,Research & Development,6.0,3,Life Sciences,1,1105,1,Male,31,1,1,Sales Executive,3,Married,3779,9360,3.0,Y,No,17,3,1,80,0,5,3,2,2,2,1,2
43,No,Travel_Rarely,283.0,Research & Development,12.0,4,Medical,1,1106,2,Male,68,3,2,Sales Executive,3,Divorced,6078,11703,2.0,Y,No,21,3,3,80,0,14,3,3,11,2,1,4
25,No,Travel_Rarely,1260.0,Research & Development,7.0,2,Medical,1,1107,4,Male,55,3,1,Research Scientist,1,Married,4400,21342,3.0,Y,No,14,3,3,80,1,5,4,1,2,2,2,1
30,No,Travel_Rarely,715.0,Sales,1.0,3,Life Sciences,1,1108,4,Female,31,3,1,Manufacturing Director,3,Married,4251,4565,2.0,Y,Yes,22,3,3,80,1,6,2,3,6,4,3,0
49,No,Non-Travel,530.0,Research & Development,17.0,3,Medical,1,1109,3,Female,68,3,3,Sales Executive,1,Single,9646,13807,,Y,No,11,3,3,80,1,7,3,3,1,1,1,1
45,Yes,Travel_Rarely,317.0,Research & Development,8.0,2,Technical Degree,1,1110,4,Female,69,3,2,Laboratory Technician,4,Single,12583,13644,4.0,Y,No,19,3,4,80,0,25,6,1,14,1,4,2
50,No,Travel_Frequently,792.0,Research & Development,4.0,4,Life Sciences,1,1111,1,Female,81,4,3,Healthcare Representative,3,Single,11673,10101,2.0,Y,Yes,17,3,2,80,3,4,2,3,3,1,0,3
35,No,Travel_Rarely,379.0,Sales,1.0,3,Life Sciences,1,1112,4,Female,84,4,1,Sales Executive,4,Married,5535,21998,1.0,Y,No,16,3,1,80,1,17,2,4,13,1,0,2
27,Yes,Travel_Rarely,1269.0,Research & Development,4.0,1,Life Sciences,1,1113,4,Male,52,3,1,Human Resources,4,Divorced,3868,26509,2.0,Y,No,20,3,1,80,1,9,6,3,7,2,3,1
35,No,Travel_Rarely,575.0,Research & Development,1.0,2,Life Sciences,1,1114,1,Female,99,3,2,Research Scientist,4,Single,6860,3280,3.0,Y,Yes,13,3,4,80,0,17,2,3,2,2,0,1
38,No,Travel_Rarely,724.0,Sales,5.0,4,Life Sciences,1,1115,4,Male,60,2,1,Manufacturing Director,2,Single,6546,25314,3.0,Y,No,20,3,3,80,0,13,3,3,10,1,0,4
38,Yes,Travel_Rarely,1025.0,Research & Development,,2,Medical,1,1116,1,Male,60,2,2,Sales Executive,1,Married,4883,24426,2.0,Y,No,14,3,2,80,0,20,2,3,1,0,1,1
47,No,Non-Travel,1078.0,Research & Development,8.0,3,Life Sciences,1,1117,3,Male,42,3,4,Healthcare Representative,4,Married,12242,23073,5.0,Y,No,13,3,4,80,0,16,1,4,7,7,3,6
34,No,Travel_Rarely,265.0,Research & Development,6.0,2,Marketing,1,1118,2,Male,99,3,2,Manager,4,Married,7454,5161,3.0,Y,No,11,3,3,80,3,13,4,3,12,2,3,2
40,No,Travel_Rarely,208.0,Sales,24.0,2,Technical Degree,1,1119,2,Male,57,3,2,Sales Executive,4,Married,10331,11754,2.0,Y,No,21,3,2,80,1,9,2,3,6,0,1,6
28,No,Travel_Rarely,,Sales,29.0,4,Technical Degree,1,1120,3,Male,41,3,2,Sales Executive,4,Divorced,7225,18431,1.0,Y,No,19,4,1,80,3,10,5,3,6,6,1,2
41,No,Travel_Rarely,1145.0,Research & Development,1.0,2,Medical,1,1121,3,Male,89,3,4,Research Scientist,3,Single,15049,7179,5.0,Y,No,13,4,4,80,1,17,2,3,2,0,0,2
37,Yes,Travel_Rarely,1301.0,Research & Development,1.0,1,Life Sciences,1,1122,1,Male,97,4,1,Sales Executive,3,Married,4749,8084,3.0,Y,Yes,17,3,4,80,0,8,2,3,6,6,4,6
30,No,Travel_Rarely,1460.0,Research & Development,10.0,3,Life Sciences,1,1123,4,Female,44,2,1,Human Resources,4,Married,7033,16119,5.0,Y,Yes,15,3,2,80,1,12,2,3,12,3,0,12
35,Yes,Travel_Frequently,484.0,Human Resources,15.0,4,Life Sciences,1,1124,2,Female,71,3,1,Laboratory Technician,1,Single,1847,23136,5.0,Y,No,14,3,2,80,1,12,4,3,6,3,2,1
35,No,Travel_Frequently,1168.0,Research & Development,1.0,3,Other,1,1125,3,Male,93,2,3,Manufacturing Director,4,Divorced,12424,6147,3.0,Y,No,18,3,2,80,2,2,2,3,2,2,1,0
35,Yes,Travel_Frequently,337.0,Research & Development,,2,Other,1,1126,3,Male,76,2,3,Research Director,4,Single,10741,2351,3.0,Y,No,13,3,3,80,1,11,2,4,0,0,0,0
53,No,Travel_Frequently,366.0,Sales,3.0,5,Life Sciences,1,1127,1,Male,60,4,3,Manager,3,Married,12764,26898,1.0,Y,No,11,3,2,80,0,6,2,3,2,0,1,2
36,No,Travel_Rarely,847.0,Research & Development,4.0,3,Life Sciences,1,1128,4,Male,70,1,1,Manager,2,Married,3225,12588,2.0,Y,No,16,3,2,80,1,15,3,3,15,2,4,1
35,No,Travel_Rarely,,Research & Development,1.0,4,Medical,1,1129,3,Female,37,2,2,Research Scientist,3,Divorced,7943,3991,1.0,Y,No,15,3,2,80,1,5,2,2,4,1,1,0
18,Yes,Travel_Rarely,148.0,Research & Development,3.0,4,Life Sciences,1,1130,2,Male,98,3,1,Research Scientist,4,Married,4515,26050,0.0,Y,No,13,3,4,80,1,0,6,3,0,0,0,0
29,No,Travel_Frequently,1492.0,Research & Development,23.0,3,Other,1,1131,3,Female,65,3,1,Research Scientist,1,Married,2895,8901,4.0,Y,No,12,3,3,80,0,7,1,3,6,5,1,2
35,No,Travel_Rarely,1225.0,Research & Development,9.0,3,Life Sciences,1,1132,3,Female,33,3,1,Research Scientist,2,Divorced,2395,4905,5.0,Y,No,11,3,2,80,0,6,2,2,1,1,1,1
31,No,Travel_Rarely,1046.0,Human Resources,3.0,3,Life Sciences,1,1133,1,Male,53,4,3,Research Scientist,3,Married,10055,18742,1.0,Y,No,14,3,3,80,2,13,2,2,13,4,0,2
49,No,Travel_Frequently,412.0,Research & Development,4.0,4,Medical,1,1134,2,Female,58,3,4,Sales Executive,4,Married,14533,21037,2.0,Y,No,12,3,4,80,0,16,2,3,11,1,1,2
36,No,Travel_Rarely,208.0,Research & Development,3.0,4,Life Sciences,1,1135,3,Male,99,3,2,Research Scientist,3,Married,6537,5246,2.0,Y,Yes,18,3,4,80,1,18,4,3,18,7,0,3
49,No,Travel_Rarely,287.0,Sales,,4,Life Sciences,1,1136,4,Female,91,3,3,Laboratory Technician,3,Single,10505,20190,3.0,Y,No,17,3,4,80,0,12,5,3,8,8,3,1
38,No,Travel_Rarely,690.0,Sales,14.0,3,Technical Degree,1,1137,2,Female,51,4,2,Research Scientist,1,Married,4505,11504,0.0,Y,No,13,3,3,80,0,10,3,2,1,0,1,1
37,No,Travel_Rarely,1231.0,Sales,4.0,2,Life Sciences,1,1138,3,Female,41,2,1,Sales Executive,3,Divorced,4032,10043,3.0,Y,No,17,3,3,80,0,13,5,3,0,0,0,0
36,No,Travel_Rarely,931.0,Sales,3.0,3,Medical,1,1139,2,Female,32,3,1,Research Scientist,4,Single,6542,18700,3.0,Y,No,15,3,2,80,0,8,4,4,6,4,1,4
37,No,Travel_Frequently,1279.0,Research & Development,4.0,3,Life Sciences,1,1140,2,Female,69,3,2,Laboratory Technician,2,Married,9169,3599,0.0,Y,No,14,3,4,80,0,0,2,2,0,0,0,0
52,No,Travel_Rarely,1372.0,Research & Development,2.0,3,Life Sciences,1,1141,3,Female,61,3,2,Healthcare Representative,2,Divorced,7743,6279,3.0,Y,Yes,15,3,3,80,1,34,1,3,30,9,11,5
18,Yes,Travel_Frequently,1128.0,Research & Development,1.0,4,Life Sciences,1,1142,2,Male,66,2,1,Healthcare Representative,2,Divorced,5138,22842,2.0,Y,No,21,3,2,80,0,0,3,4,0,0,0,0
19,No,Travel_Rarely,241.0,Research & Development,7.0,3,Life Sciences,1,1143,2,Female,49,3,1,Sales Executive,2,Divorced,3209,26640,1.0,Y,No,17,3,3,80,0,1,6,3,1,1,1,1
32,No,Non-Travel,429.0,Sales,11.0,1,Life Sciences,1,1144,2,Female,86,3,1,Sales Executive,3,Married,7623,24630,4.0,Y,Yes,14,3,2,80,1,6,4,4,4,3,1,3
37,No,Travel_Rarely,573.0,Sales,6.0,3,Life Sciences,1,1145,3,Male,66,3,2,Research Scientist,4,Divorced,11621,21601,4.0,Y,Yes,18,3,3,80,1,13,3,3,6,0,1,6
43,No,Travel_Rarely,838.0,Research & Development,8.0,3,Marketing,1,1146,3,Female,94,2,2,Sales Executive,3,Single,8196,5277,3.0,Y,No,18,3,2,80,1,11,2,3,6,2,1,0
41,Yes,Travel_Frequently,1209.0,Research & Development,11.0,4,Medical,1,1147,3,Male,46,2,1,Research Scientist,3,Married,9363,9785,,Y,No,16,3,2,80,1,19,4,3,18,1,7,2
34,No,Travel_Rarely,1455.0,Sales,6.0,3,Other,1,1148,3,Male,48,3,2,Human Resources,3,Married,6675,23209,3.0,Y,No,14,3,1,80,0,13,3,2,11,1,2,2
46,No,Travel_Rarely,1475.0,Research & Development,16.0,3,Medical,1,1149,3,Male,71,3,3,Sales Executive,4,Divorced,8848,19854,3.0,Y,No,14,3,2,80,1,6,6,3,1,1,1,1
46,No,Travel_Rarely,769.0,Research & Development,2.0,3,Medical,1,1150,1,Male,78,4,2,Research Scientist,1,Divorced,6622,22845,5.0,Y,No,11,3,2,80,0,22,3,3,15,3,0,9
39,Yes,Travel_Frequently,1487.0,Research & Development,11.0,3,Medical,1,1151,2,Female,50,3,2,Healthcare Representative,1,Married,7504,12324,4.0,Y,Yes,16,3,4,80,0,10,2,2,1,1,1,1
46,No,Travel_Rarely,1428.0,Research & Development,3.0,1,Life Sciences,1,1152,2,Male,68,2,2,Laboratory Technician,3,Married,12061,16464,2.0,Y,No,13,3,3,80,0,4,3,3,2,2,2,2
39,No,Travel_Rarely,334.0,Research & Development,25.0,4,Life Sciences,1,1153,4,Male,65,3,2,Sales Executive,4,Married,7393,20445,4.0,Y,No,13,3,3,80,2,12,2,3,4,0,3,2
32,No,Travel_Rarely,1046.0,Human Resources,8.0,4,Medical,1,1154,2,Male,76,3,1,Sales Executive,4,Married,3152,21607,1.0,Y,No,17,3,2,80,0,7,2,1,0,0,0,0
43,No,Travel_Rarely,715.0,Research & Development,10.0,3,Marketing,1,1155,2,Male,74,3,3,Research Director,3,Married,9482,20168,3.0,Y,Yes,21,3,4,80,1,1,3,3,1,1,1,1
38,No,Travel_Rarely,1282.0,Research & Development,5.0,3,Medical,1,1156,3,Female,44,3,1,Sales Executive,3,Single,6752,3077,6.0,Y,No,16,3,4,80,1,0,5,2,0,0,0,0
37,No,Non-Travel,1314.0,Sales,5.0,1,Life Sciences,1,1157,3,Female,37,3,2,Manufacturing Director,2,Married,9695,7137,0.0,Y,No,15,3,3,80,0,6,3,2,3,3,3,3
50,No,Travel_Rarely,370.0,Research & Development,8.0,3,Human Resources,1,1158,4,Male,49,2,3,Manager,4,Divorced,10226,14451,0.0,Y,No,15,3,3,80,0,7,0,3,1,1,0,1
18,Yes,Travel_Rarely,945.0,Sales,3.0,3,Life Sciences,1,1159,3,Male,38,2,1,Research Scientist,3,Married,1323,19502,2.0,Y,Yes,19,4,4,80,0,0,2,1,0,0,0,0
24,No,Non-Travel,1396.0,Sales,2.0,4,Other,1,1160,2,Male,68,3,2,Healthcare Representative,4,Divorced,5868,26176,3.0,Y,Yes,16,3,4,80,0,6,2,3,6,1,5,2
26,Yes,Travel_Rarely,1034.0,Research & Development,1.0,1,Marketing,1,1161,3,Female,65,3,1,Sales Executive,4,Married,7798,9590,7.0,Y,No,16,3,2,80,2,6,3,1,3,1,1,1
34,No,Travel_Rarely,1294.0,Research & Development,1.0,4,Marketing,1,1162,4,Male,30,3,3,Research Scientist,3,Married,12339,21400,1.0,Y,No,16,3,3,80,0,5,3,4,5,0,1,1
35,Yes,Travel_Rarely,1112.0,Sales,5.0,2,Marketing,1,1163,4,Male,87,4,2,Research Scientist,2,Single,8017,18634,7.0,Y,Yes,11,3,1,80,1,5,3,3,0,0,0,0
23,No,Travel_Rarely,1198.0,Sales,3.0,3,Life Sciences,1,1164,3,Male,80,3,1,Human Resources,2,Married,8063,8771,1.0,Y,No,16,3,4,80,0,5,2,2,4,3,0,4
28,No,Non-Travel,1285.0,Sales,1.0,3,Medical,1,1165,3,Male,62,3,1,Sales Executive,1,Married,8224,6407,3.0,Y,Yes,12,3,3,80,1,2,4,2,1,1,1,1
29,No,Travel_Rarely,1416.0,Research & Development,3.0,2,Marketing,1,1166,1,Male,41,3,1,Sales Executive,4,Single,4635,17623,6.0,Y,No,16,3,4,80,0,6,2,2,4,2,2,4
59,No,Travel_Rarely,378.0,Sales,29.0,3,Marketing,1,1167,4,Male,41,2,4,Research Director,4,Single,14268,10267,1.0,Y,Yes,12,3,1,80,0,36,3,1,6,1,2,3
53,No,Non-Travel,1204.0,Sales,1.0,4,Life Sciences,1,1168,3,Female,95,3,5,Sales Executive,3,Married,16452,7387,1.0,Y,Yes,17,3,3,80,0,35,4,3,34,0,1,0
33,No,Travel_Rarely,638.0,Research & Development,3.0,3,Life Sciences,1,1169,1,Female,46,4,1,Sales Representative,4,Married,4187,7538,3.0,Y,No,14,4,4,80,2,15,2,3,15,5,2,1
34,Yes,Non-Travel,907.0,Sales,1.0,1,Life Sciences,1,1170,3,Male,90,4,1,Manufacturing Director,1,Married,2024,7626,3.0,Y,No,11,3,4,80,1,9,2,3,4,1,4,2
27,Yes,Travel_Frequently,1020.0,Research & Development,4.0,3,Medical,1,1171,3,Female,76,3,1,Laboratory Technician,1,Single,2017,4368,5.0,Y,No,14,3,4,80,0,9,3,3,9,9,7,2
20,Yes,Travel_Rarely,1008.0,Research & Development,15.0,3,Medical,1,1172,2,Female,73,3,1,Healthcare Representative,1,Married,1599,6809,2.0,Y,No,23,3,2,80,1,2,2,3,1,0,0,1
36,No,Travel_Rarely,376.0,Sales,1.0,3,Marketing,1,1173,4,Male,88,2,2,Healthcare Representative,4,Married,9851,26394,2.0,Y,No,11,3,4,80,1,5,3,3,5,4,2,1
28,No,Travel_Frequently,1248.0,Research & Development,12.0,3,Marketing,1,1174,3,Male,92,3,2,Sales Executive,1,Married,5089,6825,3.0,Y,No,16,3,4,80,1,10,5,3,6,1,4,3
36,No,Travel_Rarely,1101.0,Research & Development,7.0,1,Medical,1,1175,2,Male,48,3,1,Human Resources,1,Married,8209,12275,4.0,Y,No,11,3,4,80,3,4,1,3,4,0,0,4
23,No,Travel_Rarely,1148.0,Research & Development,5.0,3,Life Sciences,1,1176,4,Female,99,4,1,Research Director,1,Single,3385,14528,7.0,Y,No,20,3,3,80,0,5,5,3,3,0,3,3
30,No,Travel_Rarely,963.0,Sales,5.0,4,Medical,1,1177,4,Male,38,3,1,Sales Representative,3,Divorced,7827,19580,,Y,No,18,4,4,80,2,12,2,2,8,3,5,2
38,No,Travel_Rarely,928.0,Research & Development,6.0,4,Life Sciences,1,1178,2,Female,84,2,3,Manufacturing Director,3,Single,10442,9809,0.0,Y,Yes,16,3,1,80,2,4,3,3,1,1,1,0
40,No,Travel_Rarely,489.0,Sales,5.0,1,Life Sciences,1,1179,3,Male,57,4,2,Laboratory Technician,2,Married,5080,22685,2.0,Y,No,18,3,2,80,1,6,2,2,6,6,3,2
41,No,Travel_Rarely,937.0,Sales,6.0,2,Life Sciences,1,1180,4,Male,73,3,3,Laboratory Technician,4,Single,13410,21469,3.0,Y,No,16,3,1,80,1,11,3,2,0,0,0,0
25,Yes,Travel_Frequently,494.0,Research & Development,2.0,3,Life Sciences,1,1181,3,Female,88,2,1,Sales Executive,4,Married,7223,14757,1.0,Y,No,15,3,3,80,0,1,6,3,0,0,0,0
45,Yes,Travel_Frequently,1331.0,Sales,1.0,2,Life Sciences,1,1182,4,Male,61,3,2,Laboratory Technician,2,Single,6269,24361,4.0,Y,No,13,3,4,80,0,6,2,3,1,1,0,1
30,No,Travel_Rarely,172.0,Sales,3.0,3,Medical,1,1183,2,Female,35,3,1,Manufacturing Director,4,Divorced,4103,10768,2.0,Y,No,14,3,3,80,0,12,5,3,11,8,2,2
43,No,Travel_Frequently,,Research & Development,2.0,1,Life Sciences,1,1184,4,Female,86,3,3,Manufacturing Director,4,Married,9469,14237,2.0,Y,No,13,3,3,80,2,6,3,4,3,3,3,3
37,No,Travel_Rarely,1120.0,Human Resources,4.0,1,Life Sciences,1,1185,3,Female,39,2,3,Research Scientist,4,Married,10883,16994,5.0,Y,No,15,3,4,80,0,10,6,3,8,4,0,0
25,No,Travel_Frequently,1104.0,Research & Development,2.0,3,Life Sciences,1,1186,2,Male,79,3,1,Laboratory Technician,1,Single,4894,6858,2.0,Y,No,11,3,3,80,1,7,3,4,6,4,4,1
34,No,Travel_Rarely,883.0,Research & Development,4.0,2,Medical,1,1187,4,Female,60,2,2,Manufacturing Director,4,Single,7267,4133,1.0,Y,No,19,3,3,80,0,13,3,2,12,3,8,1
40,No,Travel_Rarely,892.0,Research & Development,13.0,4,Medical,1,1188,1,Male,63,3,4,Laboratory Technician,3,Married,11025,26949,1.0,Y,No,22,3,3,80,0,3,6,3,1,1,1,1
43,No,Travel_Rarely,150.0,Research & Development,10.0,1,Life Sciences,1,1189,2,Male,48,3,2,Research Director,1,Married,6854,3300,3.0,Y,Yes,13,3,3,80,0,21,3,2,17,0,6,7
36,No,Travel_Rarely,1273.0,Research & Development,9.0,3,Life Sciences,1,1190,2,Female,65,3,2,Healthcare Representative,4,Married,9166,3265,2.0,Y,No,19,3,3,80,3,6,4,2,4,0,4,2
51,No,Travel_Frequently,1285.0,Research & Development,3.0,3,Other,1,1191,1,Female,43,4,3,Sales Executive,2,Divorced,10723,4622,1.0,Y,No,15,3,4,80,0,5,2,2,4,4,0,4
46,No,Travel_Rarely,388.0,Research & Development,2.0,4,Medical,1,1192,1,Male,46,4,2,Sales Executive,4,Married,7310,15782,7.0,Y,Yes,13,3,3,80,0,17,2,3,6,4,3,6
35,No,Travel_Rarely,123.0,Research & Development,5.0,4,Medical,1,1193,2,Male,63,3,2,Manufacturing Director,3,Divorced,6224,8775,3.0,Y,No,14,3,3,80,0,17,3,2,13,1,1,1
44,No,Travel_Frequently,835.0,Research & Development,12.0,3,Medical,1,1194,2,Female,85,3,2,Research Scientist,3,Single,6801,7564,3.0,Y,Yes,15,4,3,80,1,26,2,2,19,4,2,2
54,Yes,Travel_Rarely,455.0,Sales,4.0,3,Marketing,1,1195,1,Female,65,4,4,Manager,1,Divorced,16836,23521,4.0,Y,Yes,12,4,4,80,1,4,2,2,3,2,1,3
55,No,Travel_Rarely,280.0,Research & Development,1.0,2,Technical Degree,1,1196,1,Male,91,3,4,Sales Executive,4,Married,12248,25446,9.0,Y,No,17,3,3,80,0,7,5,3,4,0,1,4
26,No,Travel_Frequently,259.0,Research & Development,8.0,3,Life Sciences,1,1197,4,Female,49,3,2,Sales Executive,1,Married,9197,23909,3.0,Y,No,13,3,4,80,0,8,3,3,1,1,1,1
29,No,Non-Travel,1023.0,Research & Development,1.0,1,Medical,1,1198,1,Male,31,2,1,Research Scientist,4,Divorced,4784,10187,3.0,Y,No,11,3,3,80,0,11,6,2,5,3,2,3
50,Yes,Travel_Rarely,603.0,Research & Development,1.0,3,Life Sciences,1,1199,4,Male,51,2,5,Healthcare Representative,3,Married,17940,4218,2.0,Y,No,15,4,1,80,0,2,2,2,1,1,1,1
27,Yes,Travel_Rarely,1168.0,Research & Development,1.0,2,Medical,1,1200,1,Female,37,3,1,Human Resources,1,Divorced,3381,25954,0.0,Y,Yes,13,3,3,80,1,7,2,3,2,2,2,2
25,No,Travel_Rarely,541.0,Research & Development,16.0,4,Life Sciences,1,1201,1,Female,66,3,1,Sales Representative,3,Married,4066,15685,2.0,Y,Yes,14,3,2,80,1,2,2,3,1,0,1,0
33,No,Travel_Rarely,973.0,Research & Development,1.0,3,Life Sciences,1,1202,3,Male,99,3,1,Laboratory Technician,4,Single,4689,26321,4.0,Y,Yes,15,3,1,80,0,9,6,3,4,3,1,4
41,No,Travel_Rarely,482.0,Sales,1.0,3,Other,1,1203,3,Male,64,1,3,Manager,4,Married,10162,6261,1.0,Y,No,11,4,2,80,1,7,2,3,5,0,3,2
36,No,Travel_Rarely,877.0,Research & Development,3.0,3,Technical Degree,1,1204,3,Male,42,3,2,Sales Executive,1,Married,8496,25578,1.0,Y,No,20,4,4,80,0,18,5,2,6,1,5,1
31,No,Travel_Rarely,1078.0,Research & Development,12.0,2,Life Sciences,1,1205,4,Female,70,3,1,Laboratory Technician,1,Divorced,5523,9806,2.0,Y,No,18,3,3,80,0,8,2,3,8,1,1,6
31,No,Travel_Rarely,581.0,Sales,13.0,2,Human Resources,1,1206,2,Male,81,3,1,Research Director,1,Divorced,8610,21836,4.0,Y,Yes,13,3,3,80,1,13,2,3,13,13,3,4
31,No,Travel_Rarely,1342.0,Sales,2.0,4,Life Sciences,1,1207,2,Male,90,3,1,Research Scientist,4,Single,5200,4836,1.0,Y,No,15,3,3,80,1,7,4,3,3,2,1,3
29,No,Travel_Rarely,995.0,Research & Development,2.0,4,Medical,1,1208,4,Female,63,3,2,Research Director,1,Single,4457,20553,0.0,Y,No,17,3,2,80,0,10,3,3,8,1,2,4
58,No,Travel_Rarely,383.0,Research & Development,4.0,2,Technical Degree,1,1209,1,Male,59,3,4,Research Scientist,1,Single,16393,13884,2.0,Y,No,16,3,4,80,0,6,3,3,3,1,1,0
40,Yes,Travel_Rarely,1358.0,Research & Development,5.0,4,Life Sciences,1,1210,4,Male,66,3,4,Sales Executive,3,Married,13933,25822,3.0,Y,No,22,3,4,80,0,4,3,3,3,0,1,1
45,Yes,Travel_Rarely,798.0,Research & Development,3.0,3,Medical,1,1211,3,Male,44,3,3,Laboratory Technician,4,Single,14721,5773,3.0,Y,No,14,3,4,80,0,22,3,3,14,1,1,8
33,No,Travel_Frequently,1109.0,Research & Development,5.0,1,Medical,1,1212,2,Female,37,4,1,Sales Representative,2,Married,7347,7664,1.0,Y,Yes,19,3,2,80,1,13,4,3,4,1,0,4
35,Yes,Travel_Rarely,585.0,Research & Development,4.0,3,Life Sciences,1,1213,2,Male,84,2,1,Research Scientist,4,Married,3790,17938,3.0,Y,No,11,3,4,80,1,0,2,3,0,0,0,0
31,No,Travel_Rarely,134.0,Human Resources,2.0,2,Medical,1,1214,2,Male,39,3,1,Manager,1,Divorced,5999,22264,3.0,Y,No,11,3,4,80,0,8,1,2,2,2,2,2
18,No,Travel_Rarely,888.0,Sales,16.0,2,Life Sciences,1,1215,3,Male,78,4,1,Sales Executive,3,Single,3630,24217,2.0,Y,No,21,4,1,80,1,0,0,3,0,0,0,0
25,No,Travel_Rarely,812.0,Research & Development,25.0,3,Medical,1,1216,4,Female,70,4,1,Healthcare Representative,3,Married,4704,4920,1.0,Y,Yes,13,3,2,80,3,6,3,2,3,1,1,0
21,No,Travel_Rarely,1113.0,Research & Development,2.0,2,Life Sciences,1,1217,2,Female,62,4,1,Laboratory Technician,4,Single,5916,2266,1.0,Y,No,11,4,2,80,0,3,4,3,3,1,2,3
18,No,Travel_Rarely,1130.0,Sales,3.0,4,Life Sciences,1,1218,4,Male,56,3,1,Sales Executive,4,Divorced,6703,11106,1.0,Y,No,15,3,4,80,1,0,3,3,0,0,0,0
26,No,Travel_Rarely,1063.0,Research & Development,5.0,3,Medical,1,1219,2,Male,98,2,1,Healthcare Representative,1,Single,6311,4523,1.0,Y,No,20,3,3,80,0,8,6,3,5,5,5,2
49,No,Travel_Rarely,,Research & Development,1.0,4,Life Sciences,1,1220,1,Female,85,2,4,Healthcare Representative,3,Single,14434,12101,0.0,Y,No,12,3,2,80,1,24,3,3,23,6,4,6
37,No,Non-Travel,110.0,Research & Development,4.0,3,Medical,1,1221,3,Male,41,2,1,Laboratory Technician,1,Single,9170,13967,2.0,Y,No,15,3,2,80,2,3,3,3,3,1,3,3
49,Yes,Travel_Frequently,928.0,Sales,5.0,4,Medical,1,1222,4,Male,98,3,4,Research Scientist,2,Divorced,13642,26882,5.0,Y,No,11,4,3,80,2,7,3,3,2,2,2,2
41,No,Travel_Frequently,1428.0,Research & Development,21.0,3,Marketing,1,1223,3,Male,39,4,1,Sales Executive,4,Single,1807,2925,0.0,Y,No,13,3,3,80,1,11,5,2,7,0,2,7
44,Yes,Travel_Rarely,1375.0,Research & Development,3.0,3,Life Sciences,1,1224,4,Male,86,2,3,Research Director,3,Married,8553,10087,0.0,Y,Yes,19,3,3,80,1,7,0,2,5,1,2,1
29,No,Travel_Rarely,215.0,Research & Development,1.0,3,Technical Degree,1,1225,3,Male,59,3,1,Manufacturing Director,4,Married,7353,10525,2.0,Y,Yes,12,3,2,80,1,11,3,2,11,7,3,4
42,No,Travel_Rarely,1322.0,Research & Development,24.0,4,Medical,1,1226,4,Male,58,4,1,Manager,1,Married,4562,15909,6.0,Y,No,11,3,3,80,1,15,2,3,12,1,1,2
44,No,Non-Travel,303.0,Research & Development,10.0,2,Life Sciences,1,1227,4,Male,65,1,2,Manufacturing Director,4,Single,8186,10073,5.0,Y,No,12,3,4,80,2,4,6,2,3,3,1,3
32,No,Travel_Rarely,215.0,Sales,2.0,3,Marketing,1,1228,3,Male,63,1,3,Manager,4,Single,10123,17871,2.0,Y,No,13,3,1,80,1,10,2,3,8,3,1,0
42,Yes,Travel_Rarely,138.0,Research & Development,9.0,4,Medical,1,1229,3,Female,38,3,1,Sales Executive,3,Married,3885,23241,4.0,Y,Yes,18,4,3,80,0,7,0,3,6,2,5,2
42,No,Travel_Rarely,815.0,Sales,5.0,3,Medical,1,1230,3,Male,40,2,1,Laboratory Technician,1,Single,3283,18975,,Y,No,16,3,2,80,0,8,3,3,7,4,1,2
32,No,Travel_Rarely,348.0,Sales,8.0,4,Medical,1,1231,4,Male,81,3,2,Manufacturing Director,4,Married,8748,18544,2.0,Y,No,17,3,2,80,1,6,3,4,4,4,1,2
27,No,Travel_Frequently,971.0,Research & Development,7.0,3,Marketing,1,1232,3,Female,78,3,2,Sales Executive,4,Married,7724,5086,2.0,Y,No,15,3,4,80,0,3,2,3,2,2,2,2
